,string_text
1398,"16. Perfume Genius - Set My Heart On Fire Immediately (On the Floor)
"
1399,"15. Freddie Gibbs & the Alchemist - Alfredo (Baby $hit)
"
1400,"14. EOB - Earth (Olympik)
"
1401,"13. The Weeknd - After Hours (After Hours)
"
1402,"12. Clipping. - Visions of Bodies Being Burned (Say the Name)
"
1403,"11. The Microphones - The Microphones in 2020 (hmmm...)
"
1404,"10. Caribou- Suddenly (Never Come Back)
"
1405,"9. King Gizzard & the Lizard Wizard - K.G. (The Hungry Wolf of Fate)
"
1406,"8. Fleet Foxes - Shore (Quiet Air/Gioia)
"
1407,"7. Deftones - Ohms (Urantia)
"
1408,"6. The Strokes - The New Abnormal (The Adults Are Talking)
"
1409,"5. Sufjan Stevens - The Ascension (Sugar)
"
1410,"4. Phoebe Bridgers - Punisher (I Know the End)
"
1411,"3. Protomartyr - Ultimate Success Today (Worm In Heaven)
"
1412,"2. Run the Jewels - RTJ4 (Walking in the Snow)
"
1413,"1. Fiona Apple- Fetch the Bolt Cutters (I Want You to Love Me)
"
1414,"12/1/20 12:50 PM+2REPLY
"
1415,"12/1/20 1:30 PM0REPLY
"
1416,"12/1/20 12:51 PM+3REPLY
"
1417,"12/1/20 2:43 PM0REPLY
"
1418,"12/1/20 12:52 PM+1REPLY
"
1419,"12/1/20 1:55 PM0REPLY
"
1420,"12/1/20 12:52 PM+2REPLY
"
1421,"12/1/20 1:01 PM+1REPLY
"
1422,"2nd Grade
"
1423,"12/1/20 12:54 PM+2REPLY
"
1424,"12/1/20 2:04 PM0REPLY
"
1425,"1. Fiona Apple: Fetch the Bolt Cutters
"
1426,"2. Torres: Silver Tongue
"
1427,"3. Porridge Radio: Every Bad
"
1428,"4. Soccer Mommy: color theory
"
1429,"5. Phoebe Bridgers: Punisher
"
1430,"6. Eve Owen: Don’t Let The Ink Dry
"
1431,"7. Silverbacks: Fad
"
1432,"8. Hayley Williams: Petals for Armor
"
1433,"9. This Is The Kit: Off Off On
"
1434,"10. Doves: The Universal Want
"
1435,"11. Waxahatchee: Saint Cloud
"
1436,"12. Anjimile: Giver Taker
"
1437,"13. Taylor Swift: folklore
"
1438,"14. The Killers: Imploding the Mirage
"
1439,"15. Bambara: Stray
"
1440,"16. Sufjan Stevens: The Ascension
"
1441,"17. Braids: Shadow Offering
"
1442,"18. Becca Mancari: The Greatest Part
"
1443,"19. Kaki King: Modern Yesterdays
"
1444,"20. Grimes: Miss Anthropocene
"
1445,"12/1/20 12:55 PM+1REPLY
"
1446,"12/1/20 12:55 PM+2REPLY
"
1447,"12/1/20 1:21 PM0REPLY
"
1448,"1) Destroyer (most surprising omission for me!)
"
1449,"2) Bob Dylan (can't believe he still had a great one in him)
"
1450,"3) Freddie Gibbs & Alchemist
"
1451,"4) Autechre
"
1452,"5) Adrienne Lenker
"
1453,"6) Fontaines DC
"
1454,"7) Actress (electronic needs more coverage on the Gum!)
"
1455,"8) Tame Impala (underrated)
"
1456,"9) Caribou
"
1457,"10) SAULT
"
1458,"12/1/20 12:56 PM+2REPLY
"
1459,"12/1/20 12:59 PM+1REPLY
"
1460,"12/1/20 1:20 PM0REPLY
"
1461,"01. HAIM - Women in Music, Pt III
"
1462,"02. Tame Impala - The Slow Rush
"
1463,"03. The 1975 - Notes on a Conditional Form
"
1464,"04. Mac Miller - Circles
"
1465,"05. beabadoobee - Fake It Flowers
"
1466,"06. Nature Of - The Mean
"
1467,"07. Rina Sawayama - SAWAYAMA
"
1468,"08. Boyish - Garden Spider
"
1469,"09. Jessie Ware - What's Your Pleasure?
"
1470,"10. Fiona Apple - Fetch the Bolt Cutters
"
1471,"12/1/20 1:00 PM+4REPLY
"
1472,"12/1/20 1:01 PM0REPLY
"
1473,"12/1/20 1:09 PM0REPLY
"
1474,"12/1/20 1:10 PM0REPLY
"
1475,"12/1/20 1:11 PM+1REPLY
"
1476,"12/1/20 1:14 PM+2REPLY
"
1477,"1. Kylie Minogue - DISCO
"
1478,"2. EARTHEATER - Phoenix
"
1479,"3. Jessie Ware - What’s Your Pleasure
"
1480,"4. Roisin Murphy - Roisin Machine
"
1481,"5. Kali Uchis - Sin miedo (del amor y otros demonios) ∞
"
1482,"6. William Basinski - Lamentations
"
1483,"7.36 - Stasis Sounds for Long​-​Distance Space Travel
"
1484,"8. Jessy Lanza - All the Time
"
1485,"9. Mary Lattimore - Silver Ladders
"
1486,"10. Tennis - Swimmer
"
1487,"11. TOPS - I feel alive
"
1488,"12. Kate NV - Room for the moon
"
1489,"13. Julianna Barwick - Healing is A Miracle
"
1490,"14. Destroyer - Have We Met
"
1491,"15. Deerhoof - Future Teenage Cave Artists
"
1492,"16. Jackie Lynn - Jacqueline
"
1493,"17. The Flaming Lips - American Head
"
1494,"18.U.S. Girls - Heavy Light
"
1495,"19. The Killers - Imploding the Mirage
"
1496,"20. chole x halle - ungodly hour
"
1497,"21.Rina Sawayama - Sawayama
"
1498,"22. Elvis Costello - Hello, Clockface
"
1499,"23. Bright Eyes - Down in the weeds
"
1500,"24. Protomartyr - ultimate success today
"
1501,"25. Sparks - A steady drip drip
"
1502,"26. Jarvis Cocker - Jarv Is...
"
1503,"27. Daniel Blumberg - On & On
"
1504,"28. dan deacon - mystic familiar
"
1505,"29. Jim o rourke - shutting down here
"
1506,"30. Flo milli - ho, why is you here
"
1507,"12/1/20 1:16 PM+1REPLY
"
1508,"01. Nothing - The Great Dismal
"
1509,"02. Soccer Mommy - Color Theory
"
1510,"03. Sadness - Alluring the distant eye
"
1511,"04. Hum - Inlet
"
1512,"05. Sumac - May You Be Held
"
1513,"06 & 07. Old Man Gloom - Seminars
"
1514,"08 & 09. This Will Destroy You - Variations & Rarities
"
1515,"10. DJ Sabrina The Teenage DJ - Charmed
"
1516,"12/1/20 1:16 PM+2REPLY
"
1517,"10. Washed Out - Purple Noon
"
1518,"9. Future Islands - As Long As You Are
"
1519,"8. Bob Dylan - Rough And Rowdy Ways
"
1520,"7. Khruangbin - Mordechai
"
1521,"6. Real Estate - The Main Thing
"
1522,"5. Sufjan Stevens - The Ascension
"
1523,"4. Bruce Hornsby - Non-Secure Connection
"
1524,"3. Doves - The Universal Want
"
1525,"2. Destroyer - Have We Met
"
1526,"1. Fleet Foxes - Shore
"
1527,"12/1/20 1:17 PM+1REPLY
"
1528,"1. Tame Impala The Slow Rush
"
1529,"2. Fleet Foxes Shore
"
1530,"3. The Strokes The New Abnormal
"
1531,"4. Holly Humberstone Falling asleep at the wheel
"
1532,"5. Lime Cordiale 14 steps to a better you
"
1533,"6. Mac Miller Circles
"
1534,"7. Caribou Suddenly
"
1535,"8. Bonny Light Horseman Sefl titled
"
1536,"9. Four Tet Sixteen Oceans
"
1537,"10. Kasbo The Making of a Paracosm
"
1538,"11. Freddie Gibbs Alfredo
"
1539,"12. Palace Winter ...keep dreaming, buddy
"
1540,"13. the Microphones Microphones in 2020
"
1541,"14. Adrianne Lenker Songs/ Instrumentals
"
1542,"15. Bob Dylan Rough and rowdy ways
"
1543,"16. Dehd Flower of devotion
"
1544,"17. Hundredth Somewhere Nowhere
"
1545,"18. Violent Soho Everything is A-OK
"
1546,"19. Grimes Miss anthropocene
"
1547,"20. Logan Ledger Logan Ledger
"
1548,"21. Aidan Knight Aidan Knight
"
1549,"22. Jay Electronica A Written Testamony
"
1550,"23. Kaskade Arkade Destinations Living Room
"
1551,"24. Run The Jewels RTJ4
"
1552,"25. Jason Isbell and The 400 unit Reunions
"
1553,"12/1/20 1:19 PM+2REPLY
"
1554,"12/1/20 1:20 PM+2REPLY
"
1555,"12/1/20 1:26 PM+1REPLY
"
1556,"12/1/20 1:28 PM0REPLY
"
1557,"12/1/20 1:29 PM+2REPLY
"
1558,"12/1/20 1:35 PM0REPLY
"
1559,"10. Westerman
"
1560,"9. Fiona Apple
"
1561,"8. Destroyer
"
1562,"7. Tame Impala
"
1563,"6. Future Islands (as I wrote in a comment above I think they are getting tragically overlooked as a result of having Spoon/Beach House levels of consistency)
"
1564,"5. Young Jesus
"
1565,"4. Caribou
"
1566,"3. Phoebe Bridgers
"
1567,"2. Moses Sumney
"
1568,"1. Perfume Genius
"
1569,"12/1/20 1:37 PM+2REPLY
"
1570,"12/1/20 1:45 PM0REPLY
"
1571,"12/1/20 1:47 PM0REPLY
"
1572,"1. Fetch the Bolt Cutters by Fiona Apple
"
1573,"2. Pixel Bath by Jean Dawson
"
1574,"3. No Dream by Jeff Rosenstock
"
1575,"4. RTJ4 by Run the Jewels
"
1576,"5. The Ends by the OBGMs
"
1577,"6. Who Are the Girls? by Nova Twins
"
1578,"7. Anime, Trauma and Divorce by Open Mike Eagle
"
1579,"8. Welcome to Bobby's Motel by Pottery
"
1580,"9. FREE I.H. by Illuminati Hotties
"
1581,"10. American Advertisement by Advertisement
"
1582,"12/1/20 1:49 PM0REPLY
"
1583,"12/1/20 1:51 PM0REPLY
"
1584,"12/1/20 1:49 PM+2REPLY
"
1585,"12/1/20 2:31 PM0REPLY
"
1586,"1. Leo Takami - Felis Catus and Silence
"
1587,"2. Waxahatchee - Saint Cloud
"
1588,"3. Nap Eyes - Snapshot of a Beginner
"
1589,"4. Jeff Parker - Suite for Max Brown
"
1590,"5. Hum - Inlet
"
1591,"6. Mike Polizze - Long Lost Solace Find
"
1592,"7. Sally Anne Morgan - Thread
"
1593,"8. Adrienne Lenker - songs
"
1594,"9. John Lee Shannon - In and Of
"
1595,"10. H. C. McIntire - Eno Axis
"
1596,"11.Terry Allen - Just Like Moby Dick
"
1597,"12. Alabaster DePlume - To Cy and Lee, Instrumentals Vol. 1
"
1598,"13. Stephen Malkmus - Traditional Techniques
"
1599,"14. Bob Dylan - Rough and Rowdy Ways
"
1600,"15. Mary Lattimore - Silver Ladders
"
1601,"16. James Elkington - Ever-Roving Eye
"
1602,"17. Destroyer - Have We Met
"
1603,"18. Jennifer Castle - Monarch Season
"
1604,"19. Run the Jewels - RTJ4
"
1605,"20. Brigid Mae Power - Head Above the Water
"
1606,"21. Fiona Apple - Fetch the Bolt Cutters
"
1607,"22. Green-House - Six Songs for Invisible Gardens
"
1608,"23. Josh Kimbrough - Slither, Soar & Disappear
"
1609,"24. Ezra Feinberg - Recumbent Speech
"
1610,"25. Gwenifer Raymond - Strange Lights Over Garth Mountain
"
1611,"12/1/20 1:52 PM+2REPLY
"
1612,"1. Spectral Lore & Mare Cognitum: Wanderers: Astrology of the Nine
"
1613,"2. Jeff Rosenstock - NO DREAM
"
1614,"3. Hum - Inlet
"
1615,"4. Gulch - Impenetrable Cerebral Fortress
"
1616,"5. Fiona Apple - Fetch the Bolt Cutters
"
1617,"6. Couch Slut - Take A Chance On Rock & Roll
"
1618,"7. Porridge Radio - Every Bad
"
1619,"8. Bartees Strange - Live Forever
"
1620,"9. Bedsore - Hypnagogic Hallucinations
"
1621,"10. SAULT - Untitled (Rise)
"
1622,"11. Rolling Blackouts C.F. - Sideways to New Italy
"
1623,"12. Phoebe Bridgers - Punisher
"
1624,"13. Dogleg - Melee
"
1625,"14. Pallbearer - Forgotten Days
"
1626,"15. Moor Mother - Circuit City
"
1627,"16. Skeleton - Skeleton
"
1628,"17. Pure X - Pure X
"
1629,"18. SØØN - WHAT THE FUCK DID WE DØ TØ THE EARTH
"
1630,"19. Yves Tumor - Heaven To A Tortured Mind
"
1631,"20. Freddie Gibbs & The Alchemist - Alfredo
"
1632,"21. Oranssi Pazuzu - Mestarin kynsi
"
1633,"22. Black Dresses - Peaceful As Hell
"
1634,"23. Chubby & The Gang - Speed Kills
"
1635,"24. ERR & Thou - May Our Chambers Be Full
"
1636,"25. Kaatayra - Toda História pela Frente
"
1637,"12/1/20 1:55 PM0REPLY
"
1638,"12/1/20 1:57 PM+1REPLY
"
1639,"12/1/20 1:58 PM0REPLY
"
1640,"12/1/20 1:58 PM0REPLY
"
1641,"12/1/20 2:07 PM0REPLY
"
1642,"10. The Rentals - Q36
"
1643,"9. METZ - Atlas Vending
"
1644,"8. Frances Quinlan - Likewise
"
1645,"7. Coriky
"
1646,"6. Squarepusher - Be Up A Hello
"
1647,"5. Peter Bjorn & John - Endless Dream
"
1648,"4. Jeff Rosenstock - NO DREAM
"
1649,"3. Bully - SUGAREGG
"
1650,"2. Destroyer - Have We Met
"
1651,"1. RTJ4
"
1652,"12/1/20 2:09 PM0REPLY
"
1653,"1. Sault, Untitled (Black Is)
"
1654,"2. Autechre, PLUS/SIGN
"
1655,"3. Fiona Apple, Fetch the Bolt Cutters
"
1656,"4. Run the Jewels, RTJ4
"
1657,"5. Actress, Karma & Desire
"
1658,"6. SW., TRUElipS
"
1659,"7. Moses Sumney, grae
"
1660,"8. Yves Tumor, Heaven to a Tortured Mind
"
1661,"9. Jessie Ware, What's Your Pleasure?
"
1662,"10. Boldy James, The Price of Tea in China
"
1663,"11. Lady Gaga, Chromatica
"
1664,"12. Nazar, Guerilla
"
1665,"13. Tunes of Negation, Like the Stars Forever and Ever
"
1666,"14. Nine Inch Nails, Ghosts V / VI
"
1667,"15. Boris, NO
"
1668,"16. Rina Sawayama, SAWAYAMA
"
1669,"17. Moodymann, Taken Away
"
1670,"18. Krust, The Edge of Everything
"
1671,"19. Fleet Foxes, Shore
"
1672,"20. Spectral Lore/Mare Incognitum, Wanderers
"
1673,"12/1/20 2:19 PM+3REPLY
"
1674,"12/1/20 2:38 PM+1REPLY
"
1675,"1. Travis - 10 Songs
"
1676,"2. Asgier - Bury the Moon
"
1677,"3. Gorillaz - Song Machine Vol. 1: Strange Timez
"
1678,"4. Nathaniel Rateliff - And It's Still Alright
"
1679,"5. Laura Marling - Song For Our Daughter
"
1680,"6. Fleet Foxes - Shore
"
1681,"7. Chris Stapleton - Starting Over
"
1682,"8. EOB - Earth
"
1683,"9. Phantogram - Ceremony
"
1684,"10. Jason Isbell - Reunions
"
1685,"12/1/20 2:21 PM0REPLY
"
1686,"01. Taylor Swift - Folklore
"
1687,"02. Perfume Genius - Set My Heart On Fire Immediately
"
1688,"03. Moses Sumney - Grae
"
1689,"04. The Strokes - The New Abnormal
"
1690,"05. Charli XCX - How I'm Feeling Now
"
1691,"06. Sufjan Stevens - The Ascension
"
1692,"07. Hayley Williams - Petals For Armor
"
1693,"08. The Weeknd - After Hours
"
1694,"09. Grimes - Miss_Anthropocene
"
1695,"10. Phoebe Bridgers - Punisher
"
1696,"11. Run The Jewels - Run The Jewels 4
"
1697,"12/1/20 2:23 PM0REPLY
"
1698,"20 of my 2020 (so far). Not in any real order, I'm just numbering them to limit myself to a reasonable amount.
"
1699,"1. Fetch the Bolt Cutters - Fiona Apple (2020). She's always been a bit of a slow burner for me as a listener, but this just knocked my socks clean off from the first. Even better, it keeps getting richer the more I listen to it. A perfectly formed sonic world to retreat into during an especially insular year. Cozy and unfamiliar.
"
1700,"2. Don Juan's Reckless Daughter - Joni Mitchell (1977). I got super into Joni a couple years back after nonstop listening to Kendrick Lamar's To Pimp a Butterfly (which just reminded me a lot of her music). I was a huge fan but only of a limited number of LPs, and I ended up stretching into a lot of records I'd avoided or dismissed. Don Juan's Reckless Daughter was one of the last to really get my attention, mainly because it's one of her worst reviewed and the cover has her in blackface (which really hurts). Fuck, this album is incredible. It's become my favorite album of hers.
"
1701,"3. Perfection & Permanence (2014) and Kainskult (2017) - Trepaneringsritualen. These albums are mammoth and I love them and they've opened up new avenues for me personally and musically.
"
1702,"4. græ - Moses Sumney (2020). Just a hugely cinematic listening experience. Which conjures up images of big-budget, wide open vistas full of color and detail and movement and air and it has all that, absolutely, but it's also cinematic in terms of the films of Robert Bresson or Agnès Varda or Julie Dash or Derek Jarman. It's the kind of album that makes me want to learn more.
"
1703,"5. La vita nuova EP - Christine and the Queens (2020). Pure pleasure.
"
1704,"6. Grave of a Dog - Sightless Pit (2020).
"
1705,"7. Look Alive - The Stroppies (2020).
"
1706,"8. ALFREDO - Freddie Gibbs and The Alchemist (2020).
"
1707,"9. Impossible Princess (1997) and DISCO (2020) - Kylie Minogue. To be perfectly honest, I'm still processing the new one. For me, there tends to be three kinds of Kylie albums: the pick 'n mix, where a variety of approaches are explored (Light Years, X, Kiss Me Once), the thematic album, where there's a lyrical journey and a musical vibe perfectly locked in sync (Aphrodite, Body Language, Impossible Princess), and the concept album, where it's one idea expressed cleanly across the board (Fever, Kylie Minogue). Occasionally an album can slot neatly into two columns (Golden is thematic and concept, especially in it's ""deluxe edition"" tracklist). DISCO seems to land squarely in the concept column, which is usually the least interesting option. Still sussing out the hidden ingredients in the flavor profile, but it's delicious nonetheless.
"
1708,"10. Times of Grace- Neurosis (1999).
"
1709,"11. Modus Vivendi - 070 Shake (2020). Why wasn't this album, like, reasonably huge? It even seems to have escaped the kind of media praise it fully deserves, far as I can tell. If COVID hadn't thwarted her tour with The (ugh) 1975, I think we'd be seeing this on more End of Year lists.
"
1710,"12. KiCk i - Arca (2020). Hyper. Sexy. And hyper//sexy.
"
1711,"13. Two Creation Myths - The Native Cats (2020).
"
1712,"14. Forever Gold - Dionne Warwicke (1973). A fundamental album in my musical upbringing, this compilation is absolutely totemic for me. I found a sealed copy on eBay, so I splurged and treated myself (with fifteen bucks of my pandemic relief check!). Totally worth it, obvi.
"
1713,"15. Live Forever - Bartees Strange (2020).
"
1714,"16. Underground - Thelonious Monk (1968).
"
1715,"17. Go Tell the Fox (sampler) - Jim Ferguson (2020). Oh, the fucking ego. This is a set of tracks I made scoring an imaginary film. I actually enjoy it, and will listen to it on purpose, for pleasure.
"
1716,"18. The Next Day - David Bowie (2013).
"
1717,"19. Rough and Rowdy Ways - Bob Dylan (2020).
"
1718,"20. Second Childhood - Phoebe Snow (1976).
"
1719,"12/1/20 2:25 PM+1REPLY
"
1720,"12/1/20 2:40 PM0REPLY
"
1721,"01 Haim - Women in Music pt. III
"
1722,"02 The 1975 - Notes on a Conditional Form
"
1723,"03 Phoebe Bridgers - Punisher
"
1724,"04 The Weeknd - After Hours
"
1725,"05 Waxahatchee - Saint Cloud
"
1726,"06 Too Free - Love in High Demand
"
1727,"07 Trace Mountains - Lost In The Country
"
1728,"08 Perfume Genius - Set My Heart on Fire Immediately
"
1729,"09 Andy Shauf - Neon Skyline
"
1730,"10 Lady Gaga - Chromatica
"
1731,"12/1/20 2:27 PM+2REPLY
"
1732,"1: Nation of Language - Introduction, Presence
"
1733,"2: Moaning - Uneasy Laughter
"
1734,"3: Escape Roots - Pack Up and Run
"
1735,"4: The Wants - Container
"
1736,"5: Sea Wolf - Through a Dark Wood
"
1737,"6: Andy Shauf - The Neon Skyline
"
1738,"7: Jessie Ware - What's Your Pleasure?
"
1739,"8: Ane Brun - After The Great Storm
"
1740,"9: The James Hunter Six - Nick of Time
"
1741,"10: Johanna Warren - Chaotic Good
"
1742,"11: Lola Marsh - Someday Tomorrow Maybe
"
1743,"12: Ultraista - Sister
"
1744,"13: HAIM - Women in Music Part III
"
1745,"14: Agnes Obel - Myopia
"
1746,"15: Siti Muharam - Siti of Unguja (Romance Revolution on Zanzibar)
"
1747,"16: Sevdaliza - Shabrang
"
1748,"17: Dool - Summerland
"
1749,"18: Devon Gilfillian - Black Hole Rainbow
"
1750,"19: La Roux - Supervision
"
1751,"20: Nadia Reid - Out of my Province
"
1752,"21: Various Artists - Penrose Records Vol. 1
"
1753,"22: I Don't Know How But They Found Me - Razzmatazz
"
1754,"23: Keleketla! - Keleketla!
"
1755,"24: A.A. Williams - Forever Blue
"
1756,"25: Becca Mancari - The Greatest Part
"
1757,"12/1/20 2:27 PM+1REPLY
"
1758,"12/1/20 2:49 PM0REPLY
"
1759,"12/1/20 2:34 PM+1REPLY
"
1760,"12/1/20 2:46 PM0REPLY
"
